"id","codigo_agrupador","naturaleza","code","name","chart_template_id","parent_id","user_type_id","type","reconcile"
"account_301_05","ref=*contabilidad_electronica.codigo_agrupador_301_05*","ref=*contabilidad_electronica.naturaleza_acreedora*",301.05,"PRIMA EN SUSCRIPCIÓN DE PARTES SOCIALES","ref=*mx_coa_sat*","ref=*account_301*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_302","ref=*contabilidad_electronica.codigo_agrupador_302*","ref=*contabilidad_electronica.naturaleza_acreedora*",302,"PATRIMONIO","ref=*mx_coa_sat*","ref=*account_300*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_302_01","ref=*contabilidad_electronica.codigo_agrupador_302_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",302.01,"PATRIMONIO","ref=*mx_coa_sat*","ref=*account_302*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_302_02","ref=*contabilidad_electronica.codigo_agrupador_302_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",302.02,"APORTACIÓN PATRIMONIAL","ref=*mx_coa_sat*","ref=*account_302*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_302_03","ref=*contabilidad_electronica.codigo_agrupador_302_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",302.03,"DÉFICIT O REMANENTE DEL EJERCICIO","ref=*mx_coa_sat*","ref=*account_302*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_303","ref=*contabilidad_electronica.codigo_agrupador_303*","ref=*contabilidad_electronica.naturaleza_acreedora*",303,"RESERVA LEGAL","ref=*mx_coa_sat*","ref=*account_300*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_303_01","ref=*contabilidad_electronica.codigo_agrupador_303_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",303.01,"RESERVA LEGAL","ref=*mx_coa_sat*","ref=*account_303*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_303_01_01","ref=*contabilidad_electronica.codigo_agrupador_303_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","303.01.01","Reserva legal","ref=*mx_coa_sat*","ref=*account_303_01*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_304","ref=*contabilidad_electronica.codigo_agrupador_304*","ref=*contabilidad_electronica.naturaleza_acreedora*",304,"RESULTADO DE EJERCICIOS ANTERIORES","ref=*mx_coa_sat*","ref=*account_300*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_304_01","ref=*contabilidad_electronica.codigo_agrupador_304_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",304.01,"UTILIDAD DE EJERCICIOS ANTERIORES","ref=*mx_coa_sat*","ref=*account_304*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_304_01_01","ref=*contabilidad_electronica.codigo_agrupador_304_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","304.01.01","Utilidad de ejercicios anteriores","ref=*mx_coa_sat*","ref=*account_304_01*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_304_02","ref=*contabilidad_electronica.codigo_agrupador_304_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",304.02,"PÉRDIDA DE EJERCICIOS ANTERIORES","ref=*mx_coa_sat*","ref=*account_304*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_304_02_01","ref=*contabilidad_electronica.codigo_agrupador_304_02*","ref=*contabilidad_electronica.naturaleza_acreedora*","304.02.01","Pérdida de ejercicios anteriores","ref=*mx_coa_sat*","ref=*account_304_02*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_304_03","ref=*contabilidad_electronica.codigo_agrupador_304_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",304.03,"RESULTADO INTEGRAL DE EJERCICIOS ANTERIORES","ref=*mx_coa_sat*","ref=*account_304*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_304_03_01","ref=*contabilidad_electronica.codigo_agrupador_304_03*","ref=*contabilidad_electronica.naturaleza_acreedora*","304.03.01","Resultado integral de ejercicios anteriores","ref=*mx_coa_sat*","ref=*account_304_03*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_304_04","ref=*contabilidad_electronica.codigo_agrupador_304_04*","ref=*contabilidad_electronica.naturaleza_acreedora*",304.04,"DÉFICIT O REMANENTE DE EJERCICIO ANTERIORES","ref=*mx_coa_sat*","ref=*account_304*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_304_04_01","ref=*contabilidad_electronica.codigo_agrupador_304_04*","ref=*contabilidad_electronica.naturaleza_acreedora*","304.04.01","Déficit o remanente de ejercicio anteriores","ref=*mx_coa_sat*","ref=*account_304_04*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_305","ref=*contabilidad_electronica.codigo_agrupador_305*","ref=*contabilidad_electronica.naturaleza_acreedora*",305,"RESULTADO DEL EJERCICIO","ref=*mx_coa_sat*","ref=*account_300*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_305_01","ref=*contabilidad_electronica.codigo_agrupador_305_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",305.01,"UTILIDAD DEL EJERCICIO","ref=*mx_coa_sat*","ref=*account_305*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_305_01_01","ref=*contabilidad_electronica.codigo_agrupador_305_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","305.01.01","Utilidad del ejercicio","ref=*mx_coa_sat*","ref=*account_305_01*","ref=*account.data_unaffected_earnings*","other","eval=*False*"
"account_305_02","ref=*contabilidad_electronica.codigo_agrupador_305_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",305.02,"PÉRDIDA DEL EJERCICIO","ref=*mx_coa_sat*","ref=*account_305*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_305_02_01","ref=*contabilidad_electronica.codigo_agrupador_305_02*","ref=*contabilidad_electronica.naturaleza_acreedora*","305.02.01","Pérdida del ejercicio","ref=*mx_coa_sat*","ref=*account_305_02*","ref=*account.data_unaffected_earnings*","other","eval=*False*"
"account_305_03","ref=*contabilidad_electronica.codigo_agrupador_305_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",305.03,"RESULTADO INTEGRAL","ref=*mx_coa_sat*","ref=*account_305*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_305_03_01","ref=*contabilidad_electronica.codigo_agrupador_305_03*","ref=*contabilidad_electronica.naturaleza_acreedora*","305.03.01","Resultado integral","ref=*mx_coa_sat*","ref=*account_305_03*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_306","ref=*contabilidad_electronica.codigo_agrupador_306*","ref=*contabilidad_electronica.naturaleza_acreedora*",306,"OTRAS CUENTAS DE CAPITAL","ref=*mx_coa_sat*","ref=*account_300*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_306_01","ref=*contabilidad_electronica.codigo_agrupador_306_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",306.01,"OTRAS CUENTAS DE CAPITAL","ref=*mx_coa_sat*","ref=*account_306*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_306_01_01","ref=*contabilidad_electronica.codigo_agrupador_306_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","306.01.01","Obligaciones laborables","ref=*mx_coa_sat*","ref=*account_306_01*","ref=*account.data_account_type_equity*","other","eval=*False*"
"account_400","ref=*contabilidad_electronica.codigo_agrupador_400*","ref=*contabilidad_electronica.naturaleza_acreedora*",400,"INGRESOS","ref=*mx_coa_sat*","ref=*account_0*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401","ref=*contabilidad_electronica.codigo_agrupador_401*","ref=*contabilidad_electronica.naturaleza_acreedora*",401,"INGRESOS","ref=*mx_coa_sat*","ref=*account_400*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_01","ref=*contabilidad_electronica.codigo_agrupador_401_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.01,"VENTAS Y/O SERVICIOS GRAVADOS A LA TASA GENERAL ","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_01_01","ref=*contabilidad_electronica.codigo_agrupador_401_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.01.01","Venta de equipo y servicios","ref=*mx_coa_sat*","ref=*account_401_01*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_01_02","ref=*contabilidad_electronica.codigo_agrupador_401_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.01.02","Monitoreo de Alarmas","ref=*mx_coa_sat*","ref=*account_401_01*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_02","ref=*contabilidad_electronica.codigo_agrupador_401_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.02,"VENTAS Y/O SERVICIOS GRAVADOS A LA TASA GENERAL DE CONTADO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_03","ref=*contabilidad_electronica.codigo_agrupador_401_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.03,"VENTAS Y/O SERVICIOS GRAVADOS A LA TASA GENERAL A CRÉDITO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_04","ref=*contabilidad_electronica.codigo_agrupador_401_04*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.04,"VENTAS Y/O SERVICIOS GRAVADOS AL 0%","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_04_01","ref=*contabilidad_electronica.codigo_agrupador_401_04*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.04.01","Estimacion de Ingresos por construcción e implementación","ref=*mx_coa_sat*","ref=*account_401_04*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_04_02","ref=*contabilidad_electronica.codigo_agrupador_401_04*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.04.02","Estimación de Ingresos por mantenimiento y servicios","ref=*mx_coa_sat*","ref=*account_401_04*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_04_03","ref=*contabilidad_electronica.codigo_agrupador_401_04*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.04.03","Ingresos por intereses descontados","ref=*mx_coa_sat*","ref=*account_401_04*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_05","ref=*contabilidad_electronica.codigo_agrupador_401_05*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.05,"VENTAS Y/O SERVICIOS GRAVADOS AL 0% DE CONTADO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_06","ref=*contabilidad_electronica.codigo_agrupador_401_06*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.06,"VENTAS Y/O SERVICIOS GRAVADOS AL 0% A CRÉDITO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_07","ref=*contabilidad_electronica.codigo_agrupador_401_07*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.07,"VENTAS Y/O SERVICIOS EXENTOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_08","ref=*contabilidad_electronica.codigo_agrupador_401_08*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.08,"VENTAS Y/O SERVICIOS EXENTOS DE CONTADO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_09","ref=*contabilidad_electronica.codigo_agrupador_401_09*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.09,"VENTAS Y/O SERVICIOS EXENTOS A CRÉDITO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_10","ref=*contabilidad_electronica.codigo_agrupador_401_10*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.1,"VENTAS Y/O SERVICIOS GRAVADOS A LA TASA GENERAL NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_10_01","ref=*contabilidad_electronica.codigo_agrupador_401_10*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.10.01","Venta de equipo y servicios","ref=*mx_coa_sat*","ref=*account_401_10*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_11","ref=*contabilidad_electronica.codigo_agrupador_401_11*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.11,"VENTAS Y/O SERVICIOS GRAVADOS A LA TASA GENERAL EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_12","ref=*contabilidad_electronica.codigo_agrupador_401_12*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.12,"VENTAS Y/O SERVICIOS GRAVADOS AL 0% NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_12_01","ref=*contabilidad_electronica.codigo_agrupador_401_12*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.12.01","Estimacion de Ingresos por construcción e implementación","ref=*mx_coa_sat*","ref=*account_401_12*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_12_02","ref=*contabilidad_electronica.codigo_agrupador_401_12*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.12.02","Estimación de Ingresos por mantenimiento y servicios","ref=*mx_coa_sat*","ref=*account_401_12*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_13","ref=*contabilidad_electronica.codigo_agrupador_401_13*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.13,"VENTAS Y/O SERVICIOS GRAVADOS AL 0% EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_14","ref=*contabilidad_electronica.codigo_agrupador_401_14*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.14,"VENTAS Y/O SERVICIOS EXENTOS NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_15","ref=*contabilidad_electronica.codigo_agrupador_401_15*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.15,"VENTAS Y/O SERVICIOS EXENTOS EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_16","ref=*contabilidad_electronica.codigo_agrupador_401_16*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.16,"INGRESOS POR SERVICIOS ADMINISTRATIVOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_17","ref=*contabilidad_electronica.codigo_agrupador_401_17*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.17,"INGRESOS POR SERVICIOS ADMINISTRATIVOS NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_17_01","ref=*contabilidad_electronica.codigo_agrupador_401_17*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.17.01","Ingresos por servicios administrativos nacionales partes relacionadas","ref=*mx_coa_sat*","ref=*account_401_17*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_18","ref=*contabilidad_electronica.codigo_agrupador_401_18*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.18,"INGRESOS POR SERVICIOS ADMINISTRATIVOS EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_19","ref=*contabilidad_electronica.codigo_agrupador_401_19*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.19,"INGRESOS POR SERVICIOS PROFESIONALES","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_20","ref=*contabilidad_electronica.codigo_agrupador_401_20*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.2,"INGRESOS POR SERVICIOS PROFESIONALES NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_21","ref=*contabilidad_electronica.codigo_agrupador_401_21*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.21,"INGRESOS POR SERVICIOS PROFESIONALES EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_22","ref=*contabilidad_electronica.codigo_agrupador_401_22*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.22,"INGRESOS POR ARRENDAMIENTO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_22_01","ref=*contabilidad_electronica.codigo_agrupador_401_22*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.22.01","Ingresos por arrendamiento","ref=*mx_coa_sat*","ref=*account_401_22*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_23","ref=*contabilidad_electronica.codigo_agrupador_401_23*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.23,"INGRESOS POR ARRENDAMIENTO NACIONALES PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_23_01","ref=*contabilidad_electronica.codigo_agrupador_401_23*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.23.01","Ingresos por arrendamiento nacionales partes relacionadas","ref=*mx_coa_sat*","ref=*account_401_23*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_24","ref=*contabilidad_electronica.codigo_agrupador_401_24*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.24,"INGRESOS POR ARRENDAMIENTO EXTRANJEROS PARTES RELACIONADAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_25","ref=*contabilidad_electronica.codigo_agrupador_401_25*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.25,"INGRESOS POR EXPORTACIÓN","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_26","ref=*contabilidad_electronica.codigo_agrupador_401_26*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.26,"INGRESOS POR COMISIONES","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_27","ref=*contabilidad_electronica.codigo_agrupador_401_27*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.27,"INGRESOS POR MAQUILA","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_28","ref=*contabilidad_electronica.codigo_agrupador_401_28*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.28,"INGRESOS POR COORDINADOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_29","ref=*contabilidad_electronica.codigo_agrupador_401_29*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.29,"INGRESOS POR REGALÍAS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_30","ref=*contabilidad_electronica.codigo_agrupador_401_30*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.3,"INGRESOS POR ASISTENCIA TÉCNICA","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_31","ref=*contabilidad_electronica.codigo_agrupador_401_31*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.31,"INGRESOS POR DONATIVOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_32","ref=*contabilidad_electronica.codigo_agrupador_401_32*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.32,"INGRESOS POR INTERESES (ACTIVIDAD PROPIA)","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_32_01","ref=*contabilidad_electronica.codigo_agrupador_401_32*","ref=*contabilidad_electronica.naturaleza_acreedora*","401.32.01","Ingresos por intereses (actividad propia)","ref=*mx_coa_sat*","ref=*account_401_32*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_401_33","ref=*contabilidad_electronica.codigo_agrupador_401_33*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.33,"INGRESOS DE COPROPIEDAD","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_34","ref=*contabilidad_electronica.codigo_agrupador_401_34*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.34,"INGRESOS POR FIDEICOMISOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_35","ref=*contabilidad_electronica.codigo_agrupador_401_35*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.35,"INGRESOS POR FACTORAJE FINANCIERO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_36","ref=*contabilidad_electronica.codigo_agrupador_401_36*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.36,"INGRESOS POR ARRENDAMIENTO FINANCIERO","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_37","ref=*contabilidad_electronica.codigo_agrupador_401_37*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.37,"INGRESOS DE EXTRANJEROS CON ESTABLECIMIENTO EN EL PAÍS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_401_38","ref=*contabilidad_electronica.codigo_agrupador_401_38*","ref=*contabilidad_electronica.naturaleza_acreedora*",401.38,"OTROS INGRESOS PROPIOS","ref=*mx_coa_sat*","ref=*account_401*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_402","ref=*contabilidad_electronica.codigo_agrupador_402*","ref=*contabilidad_electronica.naturaleza_acreedora*",402,"DEVOLUCIONES, DESCUENTOS O BONIFICACIONES SOBRE INGRESOS","ref=*mx_coa_sat*","ref=*account_400*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_402_01","ref=*contabilidad_electronica.codigo_agrupador_402_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",402.01,"DEVOLUCIONES, DESCUENTOS O BONIFICACIONES SOBRE VENTAS Y/O SERVICIOS A LA TASA GENERAL","ref=*mx_coa_sat*","ref=*account_402*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_402_01_01","ref=*contabilidad_electronica.codigo_agrupador_402_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","402.01.01","Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general","ref=*mx_coa_sat*","ref=*account_402_01*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_402_02","ref=*contabilidad_electronica.codigo_agrupador_402_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",402.02,"DEVOLUCIONES, DESCUENTOS O BONIFICACIONES SOBRE VENTAS Y/O SERVICIOS AL 0%","ref=*mx_coa_sat*","ref=*account_402*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_402_03","ref=*contabilidad_electronica.codigo_agrupador_402_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",402.03,"DEVOLUCIONES, DESCUENTOS O BONIFICACIONES SOBRE VENTAS Y/O SERVICIOS EXENTOS","ref=*mx_coa_sat*","ref=*account_402*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_402_04","ref=*contabilidad_electronica.codigo_agrupador_402_04*","ref=*contabilidad_electronica.naturaleza_acreedora*",402.04,"DEVOLUCIONES, DESCUENTOS O BONIFICACIONES DE OTROS INGRESOS","ref=*mx_coa_sat*","ref=*account_402*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403","ref=*contabilidad_electronica.codigo_agrupador_403*","ref=*contabilidad_electronica.naturaleza_acreedora*",403,"OTROS INGRESOS","ref=*mx_coa_sat*","ref=*account_400*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403_01","ref=*contabilidad_electronica.codigo_agrupador_403_01*","ref=*contabilidad_electronica.naturaleza_acreedora*",403.01,"OTROS INGRESOS","ref=*mx_coa_sat*","ref=*account_403*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403_01_01","ref=*contabilidad_electronica.codigo_agrupador_403_01*","ref=*contabilidad_electronica.naturaleza_acreedora*","403.01.01","Otros Ingresos","ref=*mx_coa_sat*","ref=*account_403_01*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_403_02","ref=*contabilidad_electronica.codigo_agrupador_403_02*","ref=*contabilidad_electronica.naturaleza_acreedora*",403.02,"OTROS INGRESOS NACIONALES PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_403*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403_02_01","ref=*contabilidad_electronica.codigo_agrupador_403_02*","ref=*contabilidad_electronica.naturaleza_acreedora*","403.02.01","Otros ingresos nacionales parte relacionada","ref=*mx_coa_sat*","ref=*account_403_02*","ref=*account.data_account_type_revenue*","other","eval=*False*"
"account_403_03","ref=*contabilidad_electronica.codigo_agrupador_403_03*","ref=*contabilidad_electronica.naturaleza_acreedora*",403.03,"OTROS INGRESOS EXTRANJEROS PARTE RELACIONADA","ref=*mx_coa_sat*","ref=*account_403*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403_04","ref=*contabilidad_electronica.codigo_agrupador_403_04*","ref=*contabilidad_electronica.naturaleza_acreedora*",403.04,"INGRESOS POR OPERACIONES DISCONTINUAS","ref=*mx_coa_sat*","ref=*account_403*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_403_05","ref=*contabilidad_electronica.codigo_agrupador_403_05*","ref=*contabilidad_electronica.naturaleza_acreedora*",403.05,"INGRESOS POR CONDONACIÓN DE ADEUDO","ref=*mx_coa_sat*","ref=*account_403*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
"account_500","ref=*contabilidad_electronica.codigo_agrupador_500*","ref=*contabilidad_electronica.naturaleza_deudora*",500,"COSTOS","ref=*mx_coa_sat*","ref=*account_0*","ref=*bias_coa_hierarchy.data_account_type_view*","view","eval=*False*"
